eps_a	eps_b	eps_c
0.000196868	-0.000329624	0.000257499
0.000196334	-0.000329495	0.000258428
0.000196868	-0.000329565	0.000258768
0.000196645	-0.00032858	0.00025894
0.000196644	-0.000329818	0.000258704
0.000196901	-0.000328513	0.000258419
0.000197367	-0.000329597	0.000257633
0.000197309	-0.000328613	0.00025906
0.000196114	-0.000330055	0.000259706
0.000198134	-0.000331035	0.000259182
0.000198224	-0.000327436	0.000257521
0.000198378	-0.000328805	0.000257954
0.000195541	-0.000329542	0.000258226
0.000197194	-0.000328197	0.000258999
0.000197207	-0.000329937	0.000260649
0.000198171	-0.000331533	0.000257794
0.000196562	-0.000331182	0.000258168
0.000195182	-0.000331521	0.000258895
0.000197332	-0.000329791	0.000257539
0.000196014	-0.000330378	0.000259391
0.000197482	-0.000331114	0.000259994
0.000195765	-0.000329833	0.000258854
0.000196101	-0.00033115	0.000258417
0.000195779	-0.00033254	0.000257087
0.000196804	-0.000330911	0.000257761
0.000196874	-0.000330181	0.000257627
0.000194742	-0.000328517	0.000257278
0.000195675	-0.000329834	0.000258989
0.000196708	-0.000328967	0.000256975
0.000195443	-0.000330876	0.000256994
0.000195445	-0.000330658	0.000257956
0.000194792	-0.00033071	0.000259735
0.000198716	-0.000330026	0.000257661
0.000195918	-0.000330944	0.000257925
0.000195151	-0.000331194	0.000255882
0.000194757	-0.000331477	0.000258293
0.000195451	-0.00033168	0.000257365
0.000193422	-0.000331853	0.00025693
0.000195575	-0.000331216	0.000258777
0.000195403	-0.000330662	0.000257492
0.000196665	-0.000330195	0.000258705
0.000196083	-0.000330734	0.000258564
0.000195646	-0.000330494	0.00025845
0.000195925	-0.00032973	0.000257828
0.000193827	-0.000329731	0.000256991
0.000196184	-0.00032985	0.000260441
0.000195957	-0.000331098	0.000257591
0.000196057	-0.00033015	0.000257494
0.000194969	-0.000330386	0.000256609
0.000195518	-0.000329848	0.00025665
0.000193761	-0.000331338	0.000257253
0.000195449	-0.000331302	0.000256819
0.000194685	-0.000331785	0.000257594
0.000195073	-0.000332352	0.000256539
0.00019493	-0.000330205	0.000256961
0.000194193	-0.000332507	0.000257795
0.000194656	-0.000332429	0.000256773
0.000196043	-0.000330349	0.000257716
0.000195849	-0.00032921	0.000257137
0.000195566	-0.000331659	0.000259184
0.000194734	-0.000331187	0.000256203
0.00019398	-0.000331321	0.000257962
0.000193347	-0.00033057	0.000258836
0.000195135	-0.000333326	0.000256079
0.000195299	-0.000332072	0.00025732
0.000195299	-0.000330991	0.000258025
0.000195983	-0.000329897	0.00025736
0.000193826	-0.000329764	0.000257854
0.000196333	-0.000333157	0.000259306
0.000194817	-0.000331081	0.000257051
0.000193699	-0.000330917	0.000258514
0.000197327	-0.00033108	0.000256477
0.000196651	-0.000329342	0.000256966
0.000194517	-0.000332423	0.000259036
0.000196532	-0.000330806	0.000255537
0.000195263	-0.000332495	0.000257489
0.000194368	-0.000332961	0.00025735
0.000195607	-0.000332919	0.000257158
0.000194061	-0.000329267	0.000256519
0.000194862	-0.000331069	0.000257089
0.000192901	-0.000329848	0.000258017
0.000194763	-0.000331512	0.000256887
0.000196294	-0.000329232	0.000256834
0.000193972	-0.00033102	0.000256467
0.000195027	-0.000330164	0.000258771
0.000195748	-0.000331701	0.00025762
0.000194616	-0.000331321	0.000256979
0.000195044	-0.000328465	0.000255754
0.000196342	-0.000332331	0.000257995
0.000195495	-0.000333003	0.000255915
0.000194489	-0.000329482	0.000256674
0.000196433	-0.000329185	0.000256954
0.000194967	-0.000332184	0.000259571
0.000194434	-0.000331968	0.00025783
0.000194605	-0.000331164	0.000258095
0.000194692	-0.000331149	0.000257611
0.000195056	-0.000329821	0.000258568
0.000195395	-0.000331435	0.000257444
0.000195603	-0.000329526	0.00025779
0.000196654	-0.000332242	0.00025885
0.000195467	-0.000328401	0.000256863
0.000195077	-0.000330078	0.00025789
0.000196067	-0.00033094	0.000259232
0.000196751	-0.00032893	0.000258098
0.000196708	-0.000330762	0.000256911
0.000196141	-0.000328615	0.000257879
0.000195438	-0.000327802	0.00025823
0.00019578	-0.000329744	0.000259563
0.000197227	-0.000330799	0.000257411
0.000196512	-0.000330457	0.000259704
0.000196618	-0.000329598	0.000256342
0.00019571	-0.000330626	0.000259896
0.000197628	-0.000329384	0.000258988
0.000197143	-0.000328593	0.000258486
0.000196339	-0.000331055	0.000256869
0.000196231	-0.00033037	0.000258382
0.000196562	-0.000328822	0.000258808
0.000194346	-0.000329095	0.000258565
0.000195225	-0.000328262	0.000260359
0.000196025	-0.000330443	0.000258932
0.000195291	-0.000329457	0.000258823
0.000193266	-0.000330489	0.000258272
0.000195427	-0.000330022	0.000258246
0.000196356	-0.000329665	0.000258455
0.000194115	-0.000329739	0.000256975
0.000195825	-0.000330499	0.000258029
0.000194184	-0.000330762	0.000258224
0.000196447	-0.000331985	0.000257944
0.000196589	-0.000330054	0.000258156
0.00019576	-0.000330294	0.000259016
0.000196037	-0.00032915	0.000257428
0.000196897	-0.000330584	0.000260669
0.000196047	-0.000328248	0.000258419
0.000196788	-0.000331131	0.00025614
0.000193818	-0.000331135	0.000257819
0.000194401	-0.000330508	0.000258598
0.000195646	-0.000329362	0.000257695
0.000194682	-0.000330969	0.000258459
0.000195221	-0.000330805	0.000255765
0.000197372	-0.000331357	0.000257521
0.000195096	-0.000332132	0.000258436
0.000196462	-0.000328157	0.00025651
0.000194155	-0.000330265	0.000256674
0.000195274	-0.000329347	0.00025697
0.000195435	-0.000330082	0.000258042
0.000195783	-0.000329696	0.00025825
0.000195896	-0.0003299	0.000256782
0.000196022	-0.000330535	0.00025918
0.000193385	-0.00033012	0.000258329
0.000197001	-0.000331628	0.000256182
0.000195742	-0.000330494	0.000256716
0.000193656	-0.000329916	0.000256234
0.000194067	-0.000332612	0.00025584
0.000194963	-0.00032937	0.000256612
0.000195699	-0.000331033	0.000257719
0.000195833	-0.000329715	0.000258435
0.000194738	-0.000332648	0.000255665
0.00019521	-0.000331294	0.000255696
0.000193218	-0.000329931	0.000256868
0.000195952	-0.000331118	0.000256234
0.000197005	-0.000331077	0.000257731
0.000195293	-0.000331407	0.000258183
0.000195096	-0.000330977	0.000257793
0.000194543	-0.000329562	0.000257868
0.000192977	-0.000332619	0.000255734
0.000194571	-0.00033033	0.000258294
0.000195671	-0.000331911	0.000257374
0.000193882	-0.000330694	0.000257445
0.000195508	-0.000331517	0.00025639
0.00019636	-0.000328833	0.000257794
0.000194247	-0.000330725	0.000257273
0.000195352	-0.000329145	0.000259237
0.000194693	-0.000330285	0.000258202
0.000195036	-0.000329584	0.000257653
0.000194029	-0.000330199	0.000257778
0.000193164	-0.000331226	0.000257677
0.000196218	-0.000330534	0.000256697
0.000195091	-0.000329233	0.000256849
0.000195029	-0.000330201	0.000256663
0.000195716	-0.000331014	0.000257816
0.000195618	-0.00033064	0.000257885
0.000195211	-0.00033043	0.000256645
0.000196584	-0.000330195	0.000257691
0.000194106	-0.000330279	0.000257911
0.000195898	-0.000331031	0.000255966
0.000196562	-0.000329589	0.00025929
0.000197949	-0.000330162	0.000258245
0.000196874	-0.000328107	0.000259013
0.00019446	-0.000331112	0.000256511
0.000196452	-0.000329879	0.000257966
0.000195259	-0.000330229	0.000257044
0.000195053	-0.000329262	0.000259162
0.000194494	-0.00032949	0.000257032
0.000195385	-0.000327551	0.000257382
0.000194332	-0.000331716	0.000258498
0.000195914	-0.000328737	0.000255988
0.000195321	-0.000329751	0.000257223
0.000193766	-0.000330576	0.000255335
0.000195817	-0.000329733	0.000257627
0.000194624	-0.000331232	0.000256299
0.000194596	-0.000331184	0.000255252
0.000195466	-0.000331555	0.000257621
0.000194041	-0.000330309	0.000257616
0.000194872	-0.000329751	0.000256162
0.000193853	-0.000332543	0.000257245
0.000196078	-0.000333125	0.000257841
0.000195176	-0.000330242	0.000255714
0.000195855	-0.00033178	0.000256439
0.000195747	-0.000330447	0.000254731
0.000195516	-0.000331073	0.000257509
0.000193643	-0.000331048	0.000256831
0.000194699	-0.000330633	0.000257271
0.000193657	-0.000330983	0.000255813
0.000194265	-0.000332593	0.000257297
0.00019422	-0.000330632	0.000257809
0.000193263	-0.000331688	0.00025692
0.000194823	-0.000330381	0.00025673
0.000194365	-0.000331825	0.000253506
0.000193873	-0.000330495	0.000256064
0.000194293	-0.000331128	0.000257987
0.000195316	-0.000331413	0.00025706
0.000194411	-0.000333154	0.000255183
0.000194032	-0.000331825	0.00025497
0.000195396	-0.000333405	0.000258496
0.000195863	-0.000329544	0.00025659
0.000195861	-0.000331901	0.000255864
0.00019399	-0.000331616	0.000256164
0.000193823	-0.000329468	0.000256236
0.00019525	-0.000331272	0.000256883
0.000196818	-0.000330919	0.000256894
0.000195114	-0.0003314	0.000256494
0.000192705	-0.000331887	0.000255044
0.000195332	-0.000328874	0.000256241
0.000195461	-0.000330625	0.00025774
0.000192081	-0.000331134	0.000256453
0.000195149	-0.000329434	0.000256752
0.000193328	-0.000329362	0.000255999
0.000195973	-0.000331303	0.000255944
0.000194802	-0.000332107	0.000256385
0.000194285	-0.000332532	0.00025728
0.000194303	-0.000332493	0.000258293
0.000194902	-0.000332708	0.000257135
0.000194643	-0.00033159	0.000255947
0.000194042	-0.000329787	0.000258757
0.000195272	-0.000331962	0.000257116
0.000195118	-0.000330448	0.000257144
0.000195793	-0.000331018	0.000256905
0.000195371	-0.00033092	0.000256774
0.000193501	-0.000333061	0.000255015
0.000194314	-0.000330878	0.000257446
0.000195742	-0.000329599	0.000257396
0.000196265	-0.000330537	0.000256143
0.000193431	-0.000330478	0.000257812
0.000196047	-0.000331772	0.000257011
0.000194432	-0.000331193	0.000256811
0.000194556	-0.000330615	0.000256177
0.00019437	-0.000327206	0.000258262
0.000196116	-0.000330123	0.000257364
0.000193863	-0.000330709	0.000257146
0.000197001	-0.000331258	0.000256248
0.000194396	-0.000330644	0.000257994
0.000193632	-0.000329441	0.000257269
0.00019452	-0.000330181	0.000259256
0.000193422	-0.000330693	0.000256859
0.000195229	-0.000330767	0.00025667
0.000195141	-0.000331207	0.00025657
0.000193842	-0.000332604	0.000258011
0.000193594	-0.000330979	0.000255173
0.000193709	-0.000330663	0.000257092
0.000195436	-0.000331486	0.00025684
0.000195982	-0.000330039	0.000255888
0.000194434	-0.000330063	0.00025745
0.000195001	-0.000330316	0.000257074
0.000193313	-0.000331067	0.000258006
0.00019475	-0.000331199	0.000256533
0.000193576	-0.000329514	0.000256436
0.000195284	-0.000329851	0.000255685
0.000195713	-0.000330105	0.000258396
0.000195812	-0.000330526	0.000256784
0.000194309	-0.000332185	0.000256646
0.00019609	-0.000331671	0.000255719
0.000194349	-0.000330304	0.000256865
0.000193341	-0.000332059	0.000256013
0.000194058	-0.000330602	0.00025682
0.00019436	-0.000331018	0.000257772
0.000194184	-0.000329823	0.000253066
0.00019557	-0.000330646	0.000256262
0.000195521	-0.000329567	0.000255755
0.000193498	-0.000329303	0.000256163
0.000194548	-0.000330731	0.00025445
0.000193829	-0.000331073	0.000256325
0.000194507	-0.000331852	0.000256243
0.000194097	-0.000332173	0.000256169
0.00019311	-0.000331609	0.000255743
0.000195044	-0.000331193	0.000255562
0.000192996	-0.000330684	0.000256864
0.000194198	-0.000329537	0.000256762
0.000193146	-0.000331823	0.000256559
0.000195225	-0.000333595	0.000256682
0.000194579	-0.000330451	0.000257137
0.000194644	-0.000330995	0.000257774
0.000194727	-0.000331099	0.000258337
0.00019526	-0.000332305	0.000257579
0.000193567	-0.000332776	0.000255697
0.00019316	-0.000329208	0.000257233
0.000195391	-0.000330995	0.000255954
0.00019438	-0.000329193	0.000256246
0.000194508	-0.000332246	0.000256873
0.00019508	-0.000330775	0.000257272
0.000195269	-0.000330364	0.000256784
0.000193968	-0.000332058	0.000255724
0.000193307	-0.000330754	0.000256222
0.000195282	-0.000331427	0.00025826
0.000193086	-0.000330984	0.000256285
0.000195595	-0.000332775	0.000256011
0.000193784	-0.000331378	0.000257451
0.000193986	-0.000330324	0.000257499
0.000194214	-0.000329468	0.000256187
0.000195079	-0.000330998	0.000255551
0.000193583	-0.000331067	0.000257354
0.000193458	-0.000331152	0.000255552
0.000195731	-0.000329101	0.00025737
0.000196253	-0.000329028	0.000254235
0.000193639	-0.000332244	0.000256576
0.000194398	-0.000331073	0.000257178
0.000195049	-0.000331344	0.000257808
0.000196942	-0.000331225	0.000259044
0.000196008	-0.000329918	0.000257163
0.000195824	-0.000329287	0.000257018
0.000195616	-0.000329537	0.000258221
0.000194324	-0.000330757	0.00025895
0.000194201	-0.000330689	0.000257613
0.000193843	-0.000331001	0.000259359
0.000197357	-0.000329967	0.000257034
0.000195696	-0.000329619	0.00025873
0.000196459	-0.000330046	0.000257793
0.000196416	-0.000328746	0.000260005
0.000198115	-0.00032937	0.000258463
0.00019451	-0.000327943	0.000257857
0.000194853	-0.00033013	0.000257177
0.000196101	-0.00033046	0.000256914
0.000196227	-0.000329753	0.000258206
0.000198209	-0.000327325	0.000258862
0.000195201	-0.000329604	0.000258559
0.000196718	-0.00033077	0.000257582
0.000196025	-0.000329695	0.00025758
0.000193649	-0.000330379	0.000257776
0.000196339	-0.000328354	0.000258218
0.000196405	-0.000331639	0.000259747
0.000196571	-0.000328974	0.000258115
0.000197547	-0.000329998	0.000258527
0.000195479	-0.000330613	0.000258762
0.000194669	-0.000328535	0.000257613
0.000196427	-0.000330347	0.000258718
0.000194839	-0.000327951	0.000257919
0.000196429	-0.000328204	0.000258948
0.000194693	-0.000329944	0.000257396
0.000194864	-0.000329792	0.000258273
0.000197537	-0.00032807	0.000258322
0.000195743	-0.000327638	0.000258979
0.000195479	-0.000329163	0.000257397
0.000195393	-0.000329085	0.000256391
0.000194927	-0.000328289	0.000257254
0.000197258	-0.000330048	0.000258297
0.000196967	-0.000330797	0.000258326
0.000194537	-0.000330246	0.000257603
0.000195314	-0.000329309	0.000257953
0.000195373	-0.000328663	0.000257741
0.000196074	-0.000330383	0.000257657
0.000196903	-0.000329059	0.000258324
0.000196802	-0.000327042	0.000260025
0.000195189	-0.000330414	0.00025923
0.000195027	-0.000328729	0.000258185
0.000195659	-0.000330061	0.00025856
0.000195738	-0.000328354	0.000257031
0.000194901	-0.00033034	0.000257051
0.000196071	-0.000329757	0.000258947
0.000195025	-0.000329197	0.000257232
0.000195193	-0.000329826	0.000257386
0.000194657	-0.000331621	0.000257064
0.000195292	-0.000330019	0.000257717
0.000195366	-0.000328863	0.000258647
0.000195672	-0.00033048	0.000257192
0.000195486	-0.000331069	0.000257268
0.000194602	-0.000330172	0.000255112
0.000196859	-0.000329605	0.000257059
0.000194568	-0.000329387	0.000258399
0.000194767	-0.000328244	0.000259072
0.000194073	-0.000329894	0.000257941
0.00019446	-0.000330753	0.000257202
0.00019689	-0.000329353	0.000257903
0.000194614	-0.00033121	0.000258019
0.000195	-0.000329488	0.0002577
0.000196216	-0.000328257	0.000258287
0.000195725	-0.000328748	0.000258207
0.000195607	-0.000330473	0.000256023
0.000195292	-0.000328446	0.000257948
0.000197028	-0.000331004	0.000258945
0.000196006	-0.000329072	0.000257952
0.000195299	-0.000330865	0.000256365
0.000193988	-0.000329966	0.000257584
0.000195141	-0.000329763	0.000256082
0.000194661	-0.000330236	0.000255028
0.000195595	-0.000330758	0.000257383
0.00019645	-0.000328667	0.000258006
0.000195612	-0.000329508	0.000258532
0.000196438	-0.000328809	0.000257852
0.000196158	-0.000329831	0.000257335
0.000194471	-0.000329293	0.000257719
0.000194686	-0.00033007	0.000256919
0.000195999	-0.000328557	0.000256428
0.000195366	-0.000330462	0.000256734
0.000197306	-0.000330652	0.000255107
0.000196106	-0.000329386	0.000256899
0.000196861	-0.000329472	0.00025725
0.000196382	-0.000330121	0.000256986
0.000193689	-0.00032996	0.000257894
0.000196192	-0.000330277	0.00025932
0.000195743	-0.000330462	0.000258346
0.000195784	-0.000330264	0.000256938
0.000196743	-0.000329471	0.000260203
0.000194369	-0.000331608	0.000257526
0.00019324	-0.000328819	0.000259811
0.000196761	-0.000330731	0.00025804
0.000194855	-0.00032993	0.000259979
0.00019594	-0.000329239	0.000257524
0.000194558	-0.000330987	0.00025673
0.000194363	-0.000330228	0.000257694
0.000196759	-0.00033024	0.000255012
0.000196338	-0.000329241	0.000257949
0.000194408	-0.000328328	0.000256457
0.000195888	-0.00032957	0.000256116
0.000195046	-0.000332553	0.000255775
0.000195209	-0.000328818	0.000256972
0.000195022	-0.000329704	0.000257335
0.000195652	-0.000328819	0.000257846
0.000194548	-0.00033083	0.000256763
0.000195122	-0.000330145	0.000255413
0.000193525	-0.00033039	0.000257021
0.00019438	-0.000330497	0.00025661
0.000195465	-0.000329243	0.000258153
0.000195038	-0.000328029	0.000255096
0.000196314	-0.000329626	0.000257667
0.000196477	-0.000329732	0.000257196
0.000194871	-0.000329022	0.00025669
0.000195426	-0.000330219	0.000255658
0.000197198	-0.000329868	0.000257413
0.00019561	-0.000328988	0.000258606
0.000194746	-0.000329711	0.000258932
0.000195186	-0.000328664	0.00025712
0.000193866	-0.00032874	0.000256787
0.000193989	-0.000330493	0.000256959
0.000195633	-0.000329247	0.000258315
0.00019551	-0.000331091	0.000256626
0.000195687	-0.000330773	0.000257361
0.000193283	-0.00033064	0.000257632
0.000195077	-0.000330386	0.000256394
0.000197351	-0.000330673	0.000259038
0.000195317	-0.000330305	0.000259069
0.000194122	-0.000331002	0.00025676
0.000196021	-0.000330524	0.000258028
0.000193933	-0.00032817	0.000258135
0.000196279	-0.000329048	0.000258483
0.000194585	-0.000328925	0.000257831
0.000193746	-0.000329227	0.000257108
0.000193171	-0.000330602	0.000258986
0.000196062	-0.000330275	0.000256428
0.000193953	-0.000329885	0.00025724
0.000194087	-0.000327354	0.000258128
0.000195666	-0.00033001	0.000258118
0.000195369	-0.000328921	0.000256349
0.000194561	-0.000328601	0.000256377
0.000195388	-0.000329145	0.000257485
0.000195139	-0.000330276	0.00025807
0.000194797	-0.000329691	0.000257709
0.000194285	-0.000327928	0.000256867
0.000195376	-0.000331601	0.000256682
0.000193061	-0.00033146	0.000257399
0.0001941	-0.000330519	0.000258087
0.000194139	-0.000330711	0.000256192
0.000195255	-0.000329417	0.000256465
0.000194497	-0.000329613	0.000257604
0.000196642	-0.000330384	0.000257757
0.000195065	-0.000330196	0.000258799
0.000195026	-0.000329969	0.000259337
0.000196211	-0.000329618	0.000258805
0.000195844	-0.000328355	0.000256762
0.000194626	-0.000329824	0.000255724
0.000193994	-0.00033037	0.000257015
0.000195161	-0.000330137	0.000258344
0.000195204	-0.000329419	0.000257466
0.000194552	-0.00033165	0.000258137
0.000195692	-0.000329248	0.000257976
0.00019484	-0.00032833	0.000256872
0.000194681	-0.000330106	0.000256892
0.000194387	-0.000329243	0.000256164
0.000194714	-0.000329881	0.000256846
0.000196168	-0.000329134	0.000255513
0.000194719	-0.000328868	0.000256788
0.000195503	-0.00033032	0.000257524
0.00019365	-0.000329515	0.00025701
0.000195878	-0.000329829	0.000255527
0.000194767	-0.000330791	0.000258054
0.000194458	-0.000330059	0.000257156
0.00019335	-0.000331498	0.000257132
0.000197307	-0.000327498	0.000256986
0.000194973	-0.000329534	0.000257113
0.000194443	-0.00032958	0.000257733
0.000196317	-0.000330756	0.000256752
0.000195153	-0.0003302	0.000257221
0.00019514	-0.000330742	0.000258109
0.000194492	-0.000329362	0.000256612
0.000194738	-0.000330251	0.000257716
0.000196563	-0.000330332	0.000256173
0.000196462	-0.000328679	0.000258631
0.000197396	-0.000328424	0.000258855
0.000196056	-0.000328981	0.000259159
0.000196221	-0.000326945	0.000258414
0.000197138	-0.000327417	0.00025878
0.000197854	-0.000327982	0.000258615
0.000195686	-0.000330253	0.000257957
0.000197672	-0.000329569	0.000259536
0.000195006	-0.000329715	0.000256346
0.000195963	-0.000329105	0.000256195
0.00019598	-0.000328954	0.000257849
0.000195219	-0.000328348	0.000261378
0.000195015	-0.000327982	0.000258904
0.000198806	-0.000327899	0.000256768
0.000194257	-0.000327639	0.00025887
0.000197882	-0.000328973	0.000258229
0.000195991	-0.000329863	0.000258587
0.000195751	-0.000328103	0.000258474
0.000196036	-0.000329958	0.00025833
0.000197364	-0.000328991	0.000259809
0.00019396	-0.000328005	0.000258494
0.000196221	-0.0003293	0.000258347
0.000195359	-0.000329957	0.000258192
0.000195829	-0.000329954	0.000258197
0.000193386	-0.000330048	0.000255873
0.000195228	-0.000329472	0.000256798
0.000198621	-0.000329183	0.000258481
0.000193887	-0.000329935	0.000258424
0.000193809	-0.000330352	0.000256821
0.000195828	-0.000330152	0.000258404
0.00019599	-0.000329242	0.000256858
0.000195251	-0.000329109	0.000256997
0.000195505	-0.000330486	0.00025683
0.000193741	-0.00032946	0.000256033
0.000195546	-0.000329469	0.000256858
0.000195352	-0.000330542	0.000256441
0.000195611	-0.000328621	0.000257036
0.000195473	-0.000331503	0.000257185
0.000193529	-0.000329439	0.000256267
0.00019404	-0.000329898	0.000256874
0.000192565	-0.000330527	0.000254876
0.000194825	-0.000329946	0.000256785
0.000196034	-0.000329482	0.000256583
0.0001966	-0.000329472	0.000257329
0.000196876	-0.000329781	0.000255222
0.000193458	-0.000330523	0.000257867
0.000194323	-0.000331509	0.000255959
0.000194546	-0.000330334	0.000255605
0.000194611	-0.000331894	0.000255333
0.000195247	-0.000330117	0.000257483
0.000193264	-0.000332421	0.000255187
0.000194052	-0.000328826	0.000255417
0.000193561	-0.000329483	0.000255095
0.00019154	-0.000331543	0.000256621
0.000193352	-0.000331167	0.000255153
0.000194553	-0.000330727	0.000255617
0.000192814	-0.000330543	0.000256284
0.000192832	-0.000330831	0.000256272
0.000194713	-0.000331022	0.000255162
0.00019438	-0.00032961	0.000257993
0.000193995	-0.000333125	0.000259025
0.000194806	-0.000330525	0.000257475
0.000193661	-0.000330158	0.000255914
0.000196838	-0.00033075	0.000256109
0.000194796	-0.000330079	0.000256305
0.00019433	-0.000329573	0.000258863
0.000194862	-0.000329405	0.000257701
0.000194244	-0.00033141	0.000257959
0.000194537	-0.000328977	0.000255256
0.000195203	-0.000330391	0.000257191
0.000194706	-0.000329902	0.000256424
0.000195049	-0.000328938	0.000256128
0.000194392	-0.000329812	0.000257964
0.000193739	-0.000330368	0.000255762
0.00019366	-0.000330508	0.000259067
0.000194413	-0.000330216	0.000257131
0.00019584	-0.000330303	0.000256219
0.000193656	-0.000329421	0.000254262
0.000194048	-0.000330292	0.000255489
0.000195153	-0.000331904	0.000256721
0.000193944	-0.000332393	0.00025856
0.000193789	-0.000331137	0.000257161
0.000195045	-0.00032881	0.000255579
0.0001949	-0.000330484	0.000256837
0.000194809	-0.000329644	0.000257577
0.000195093	-0.000328768	0.000257088
0.000194741	-0.000329918	0.00025741
0.000193819	-0.000330411	0.000257766
0.000194712	-0.000331012	0.000256055
0.000194818	-0.000331552	0.000258393
0.000195457	-0.000328553	0.000257179
0.000194842	-0.00032835	0.000257903
0.000195833	-0.000330323	0.000255759
0.000194616	-0.000328944	0.000257427
0.000195295	-0.000329654	0.000257002
0.00019367	-0.000329322	0.000256308
0.000194366	-0.000329154	0.00025614
0.000193782	-0.000329265	0.000256773
0.000193895	-0.000329423	0.000256726
0.000196506	-0.000329674	0.000258334
0.000195297	-0.00033029	0.000257873
0.00019417	-0.00032892	0.000256417
0.000196065	-0.000328862	0.000258445
0.00019623	-0.000329343	0.000256503
0.000195861	-0.000329429	0.000257597
0.000193994	-0.000329766	0.000257688
0.000195671	-0.000330019	0.000257535
0.000193924	-0.000330613	0.000255932
0.00019504	-0.000328259	0.000256707
0.000193921	-0.000329602	0.000257488
0.000193659	-0.000329227	0.000257687
0.0001945	-0.000330963	0.000255777
0.000194234	-0.000330707	0.000256152
0.000195252	-0.000329813	0.000256125
0.000194959	-0.000331704	0.00025648
0.000196271	-0.000331374	0.000256104
0.000195194	-0.000331205	0.000256474
0.000194241	-0.000329388	0.000255571
0.00019316	-0.000331275	0.000255102
0.000193771	-0.000331865	0.000256114
0.000195516	-0.000329829	0.00025645
0.000194423	-0.000330729	0.000257114
0.000194419	-0.00032966	0.000256195
0.000193312	-0.000329632	0.00025506
0.000193753	-0.000332702	0.000254995
0.000193772	-0.000328367	0.000257215
0.000193334	-0.000331053	0.000254439
0.000192819	-0.00032968	0.000255378
0.000194972	-0.000330399	0.000257278
0.000195954	-0.00033081	0.000256905
0.000195009	-0.000326682	0.000256813
0.000195466	-0.000330336	0.000255935
0.000195667	-0.000330221	0.000256862
0.000194378	-0.000329918	0.000255064
0.000192841	-0.000329772	0.000259038
0.000196333	-0.00032958	0.000256649
0.000195005	-0.000330846	0.000255785
0.000195178	-0.000328666	0.000254739
0.000195445	-0.000329254	0.000256281
0.0001956	-0.000329605	0.000257727
0.000196787	-0.000331077	0.000257714
0.000195686	-0.000330607	0.000257396
0.000195598	-0.000328262	0.000257849
0.000194201	-0.000329038	0.000257175
0.000194639	-0.000329825	0.000256975
0.000195605	-0.000330461	0.000257383
0.000194697	-0.0003301	0.000256792
0.00019476	-0.000329439	0.000257861
0.000194003	-0.000332008	0.000255347
0.000194613	-0.000329487	0.000254586
0.000194465	-0.000329554	0.000256295
0.000195007	-0.000329563	0.000257759
0.000193982	-0.000330948	0.000256313
0.00019429	-0.000330363	0.000256422
0.00019359	-0.00032952	0.000255534
0.000193933	-0.000329677	0.000256446
0.000194341	-0.000330984	0.000257292
0.000195757	-0.000329857	0.000257187
0.000193779	-0.000331113	0.000255688
0.000194581	-0.00033046	0.000255856
0.00019429	-0.000328682	0.000256423
0.00019239	-0.000329756	0.000255862
0.000194183	-0.000329018	0.000255749
0.000195707	-0.000330793	0.00025693
0.000194942	-0.000330138	0.000256242
0.000192795	-0.000331462	0.000256582
0.000194082	-0.000332416	0.000255754
0.000192654	-0.000329753	0.000256354
0.000193873	-0.000328816	0.000255596
0.000194147	-0.000328343	0.000256396
0.000193869	-0.000331278	0.000256677
0.000195038	-0.00032993	0.000257259
0.000193872	-0.000328724	0.000257895
0.000193695	-0.000329578	0.000256453
0.000193563	-0.000330508	0.000256393
0.000195155	-0.000329587	0.000256393
0.000194621	-0.000329641	0.000256108
0.00019426	-0.000328489	0.000256812
0.000196203	-0.000328641	0.000257517
0.000194081	-0.000330206	0.000257317
0.000195019	-0.000330426	0.000258297
0.000196174	-0.000328854	0.000256726
0.000194385	-0.000330105	0.000256606
0.000194777	-0.000330025	0.000257105
0.000193867	-0.000330128	0.000257607
0.000195734	-0.000330612	0.00025666
0.000197132	-0.000329604	0.000257489
0.000196305	-0.000330627	0.000257529
0.000194202	-0.000330735	0.000257504
0.000193834	-0.000329914	0.000256965
0.000196106	-0.000329914	0.000257238
0.000194425	-0.000329604	0.000256644
0.000195706	-0.000328951	0.000257116
0.00019459	-0.000330278	0.000260057
0.000195954	-0.000328897	0.000257572
0.000195581	-0.00032741	0.000256995
0.000195446	-0.000329218	0.000258196
0.000195012	-0.000328653	0.00025612
0.000194139	-0.000328085	0.000258678
0.000197319	-0.000328067	0.000256933
0.0001945	-0.000329258	0.000258323
0.000196567	-0.000330368	0.000257078
0.000193268	-0.000328179	0.000257422
0.00019617	-0.000330734	0.000256851
0.000193227	-0.000329769	0.000255514
0.000195489	-0.000328165	0.000259344
0.000194882	-0.000328516	0.000256122
0.000196143	-0.000329965	0.000256655
0.000195523	-0.000329955	0.000258033
0.000195319	-0.000329472	0.00025863
0.000195288	-0.000329681	0.000257695
0.000193344	-0.000328584	0.000255721
0.000197156	-0.000328097	0.000256427
0.000192859	-0.0003265	0.000256552
0.000196842	-0.00032912	0.000256855
0.00019599	-0.00032882	0.000256572
0.000195592	-0.000328257	0.000258478
0.000193878	-0.000329369	0.000255301
0.000195257	-0.000328259	0.000258171
0.00019533	-0.000328091	0.000257421
0.000193805	-0.000330608	0.000256915
0.000192553	-0.000329796	0.000257393
